datetime,target
2022-01-12 18:00:00,21.354
2022-01-12 19:00:00,27.115
2022-01-12 20:00:00,30.203
2022-01-12 21:00:00,41.079
2022-01-12 22:00:00,35.99
2022-01-12 23:00:00,24.217
2022-01-13 00:00:00,18.714
2022-01-13 01:00:00,21.959
2022-01-13 02:00:00,35.697
2022-01-13 03:00:00,41.172
2022-01-13 04:00:00,47.091
2022-01-13 05:00:00,38.516
2022-01-13 06:00:00,34.771
2022-01-13 07:00:00,16.389
2022-01-13 08:00:00,10.157
2022-01-13 09:00:00,28.982
2022-01-13 10:00:00,20.876
2022-01-13 11:00:00,20.434
2022-01-13 12:00:00,19.539
2022-01-13 13:00:00,30.926
2022-01-13 14:00:00,46.301
2022-01-13 15:00:00,45.732
2022-01-13 16:00:00,43.519
2022-01-13 17:00:00,54.592
2022-01-13 18:00:00,45.638
2022-01-13 19:00:00,49.411
2022-01-13 20:00:00,48.007
2022-01-13 21:00:00,53.743
2022-01-13 22:00:00,53.363
2022-01-13 23:00:00,60.034
2022-01-14 00:00:00,69.78
2022-01-14 01:00:00,74.557
2022-01-14 02:00:00,75.254
2022-01-14 03:00:00,75.789
2022-01-14 04:00:00,74.819
2022-01-14 05:00:00,71.046
2022-01-14 06:00:00,51.292
2022-01-14 07:00:00,56.956
2022-01-14 08:00:00,65.366
2022-01-14 09:00:00,68.612
2022-01-14 10:00:00,69.93
2022-01-14 11:00:00,72.351
2022-01-14 12:00:00,72.355
2022-01-14 13:00:00,72.369
2022-01-14 14:00:00,73.827
2022-01-14 15:00:00,79.063
2022-01-14 16:00:00,79.634
2022-01-14 17:00:00,79.645
2022-01-14 18:00:00,79.649
2022-01-14 19:00:00,79.22
2022-01-14 20:00:00,79.488
2022-01-14 21:00:00,76.192
2022-01-14 22:00:00,70.252
2022-01-14 23:00:00,64.608
2022-01-15 00:00:00,64.134
2022-01-15 01:00:00,58.623
2022-01-15 02:00:00,57.897
2022-01-15 03:00:00,57.899
2022-01-15 04:00:00,57.889
2022-01-15 05:00:00,57.877
2022-01-15 06:00:00,57.88
2022-01-15 07:00:00,57.874
2022-01-15 08:00:00,61.026
2022-01-15 09:00:00,67.979
2022-01-15 10:00:00,66.603
2022-01-15 11:00:00,74.889
2022-01-15 12:00:00,72.169
2022-01-15 13:00:00,68.562
2022-01-15 14:00:00,63.967
2022-01-15 15:00:00,44.151
2022-01-15 16:00:00,68.124
2022-01-15 17:00:00,67.023
2022-01-15 18:00:00,67.052
2022-01-15 19:00:00,71.87
2022-01-15 20:00:00,70.145
2022-01-15 21:00:00,69.441
2022-01-15 22:00:00,70.473
2022-01-15 23:00:00,64.686
2022-01-16 00:00:00,67.664
2022-01-16 01:00:00,69.751
2022-01-16 02:00:00,65.73
2022-01-16 03:00:00,68.545
2022-01-16 04:00:00,65.674
2022-01-16 05:00:00,63.065
2022-01-16 06:00:00,62.592
2022-01-16 07:00:00,62.501
2022-01-16 08:00:00,66.745
2022-01-16 09:00:00,56.561
2022-01-16 10:00:00,39.116
2022-01-16 11:00:00,54.446
2022-01-16 12:00:00,43.691
2022-01-16 13:00:00,40.677
2022-01-16 14:00:00,29.649
2022-01-16 15:00:00,27.516
2022-01-16 16:00:00,38.187
2022-01-16 17:00:00,45.974
2022-01-16 18:00:00,28.38
2022-01-16 19:00:00,40.669
2022-01-16 20:00:00,36.173
2022-01-16 21:00:00,33.024
2022-01-16 22:00:00,38.28
2022-01-16 23:00:00,26.508
2022-01-17 00:00:00,29.819
2022-01-17 01:00:00,17.968
2022-01-17 02:00:00,17.432
2022-01-17 03:00:00,20.032
2022-01-17 04:00:00,21.454
2022-01-17 05:00:00,20.914
2022-01-17 06:00:00,21.804
2022-01-17 07:00:00,29.142
2022-01-17 08:00:00,27.33
2022-01-17 09:00:00,43.001
2022-01-17 10:00:00,43.394
2022-01-17 11:00:00,48.763
2022-01-17 12:00:00,63.966
2022-01-17 13:00:00,72.408
2022-01-17 14:00:00,70.974
2022-01-17 15:00:00,71.126
2022-01-17 16:00:00,69.399
2022-01-17 17:00:00,74.166
2022-01-17 18:00:00,71.034
2022-01-17 19:00:00,72.33
2022-01-17 20:00:00,72.379
2022-01-17 21:00:00,72.1
2022-01-17 22:00:00,68.788
2022-01-17 23:00:00,68.782
2022-01-18 00:00:00,68.411
2022-01-18 01:00:00,68.804
2022-01-18 02:00:00,68.792
2022-01-18 03:00:00,68.785
2022-01-18 04:00:00,68.479
2022-01-18 05:00:00,53.62
2022-01-18 06:00:00,40.304
2022-01-18 07:00:00,31.563
2022-01-18 08:00:00,37.323
2022-01-18 09:00:00,54.848
2022-01-18 10:00:00,52.165
2022-01-18 11:00:00,37.676
2022-01-18 12:00:00,39.198
2022-01-18 13:00:00,45.264
2022-01-18 14:00:00,38.379
2022-01-18 15:00:00,34.476
2022-01-18 16:00:00,52.704
2022-01-18 17:00:00,38.268
2022-01-18 18:00:00,24.45
2022-01-18 19:00:00,34.277
2022-01-18 20:00:00,55.528
2022-01-18 21:00:00,49.16
2022-01-18 22:00:00,35.817
2022-01-18 23:00:00,23.795
2022-01-19 00:00:00,27.342
2022-01-19 01:00:00,21.272
2022-01-19 02:00:00,19.316
2022-01-19 03:00:00,23.11
2022-01-19 04:00:00,25.535
2022-01-19 05:00:00,36.3
2022-01-19 06:00:00,28.803
2022-01-19 07:00:00,8.47
2022-01-19 08:00:00,12.258
2022-01-19 09:00:00,12.07
2022-01-19 10:00:00,14.537
2022-01-19 11:00:00,13.905
2022-01-19 12:00:00,9.417
2022-01-19 13:00:00,10.535
2022-01-19 14:00:00,14.617
2022-01-19 15:00:00,20.863
2022-01-19 16:00:00,21.315
2022-01-19 17:00:00,21.504
2022-01-19 18:00:00,25.335
2022-01-19 19:00:00,27.686
2022-01-19 20:00:00,17.461
2022-01-19 21:00:00,16.168
2022-01-19 22:00:00,16.227
2022-01-19 23:00:00,18.271
2022-01-20 00:00:00,17.202
2022-01-20 01:00:00,20.345
2022-01-20 02:00:00,10.318
2022-01-20 03:00:00,10.576
2022-01-20 04:00:00,9.049
2022-01-20 05:00:00,5.984
2022-01-20 06:00:00,6.221
2022-01-20 07:00:00,0.442
2022-01-20 08:00:00,4.848
2022-01-20 09:00:00,7.193
2022-01-20 10:00:00,1.474
2022-01-20 11:00:00,3.549
2022-01-20 12:00:00,0.692
2022-01-20 13:00:00,0.607
2022-01-20 14:00:00,0.43
2022-01-20 15:00:00,2.375
2022-01-20 16:00:00,5.511
2022-01-20 17:00:00,0.843
2022-01-20 18:00:00,4.536
2022-01-20 19:00:00,9.074
2022-01-20 20:00:00,15.93
2022-01-20 21:00:00,39.05
2022-01-20 22:00:00,39.812
2022-01-20 23:00:00,36.986
2022-01-21 00:00:00,45.236
2022-01-21 01:00:00,55.495
2022-01-21 02:00:00,68.91
2022-01-21 03:00:00,72.564
2022-01-21 04:00:00,71.038
2022-01-21 05:00:00,72.534
2022-01-21 06:00:00,62.205
2022-01-21 07:00:00,68.58
2022-01-21 08:00:00,67.796
2022-01-21 09:00:00,71.974
2022-01-21 10:00:00,63.252
2022-01-21 11:00:00,53.504
2022-01-21 12:00:00,30.577
2022-01-21 13:00:00,21.297
2022-01-21 14:00:00,31.284
2022-01-21 15:00:00,25.669
2022-01-21 16:00:00,31.748
2022-01-21 17:00:00,39.617
2022-01-21 18:00:00,50.192
2022-01-21 19:00:00,56.799
2022-01-21 20:00:00,37.393
2022-01-21 21:00:00,22.055
2022-01-21 22:00:00,16.796
2022-01-21 23:00:00,10.888
2022-01-22 00:00:00,5.901
2022-01-22 01:00:00,3.678
2022-01-22 02:00:00,5.022
2022-01-22 03:00:00,5.304
2022-01-22 04:00:00,7.834
2022-01-22 05:00:00,13.72
2022-01-22 06:00:00,25.169
2022-01-22 07:00:00,34.785
2022-01-22 08:00:00,27.025
2022-01-22 09:00:00,41.578
2022-01-22 10:00:00,37.422
2022-01-22 11:00:00,29.764
2022-01-22 12:00:00,27.298
2022-01-22 13:00:00,26.483
2022-01-22 14:00:00,26.031
2022-01-22 15:00:00,20.959
2022-01-22 16:00:00,10.84
2022-01-22 17:00:00,14.905
2022-01-22 18:00:00,9.761
2022-01-22 19:00:00,6.795
2022-01-22 20:00:00,10.042
2022-01-22 21:00:00,6.346
2022-01-22 22:00:00,2.367
2022-01-22 23:00:00,2.834
2022-01-23 00:00:00,0.032
2022-01-23 02:00:00,4.682
2022-01-23 03:00:00,10.297
2022-01-23 04:00:00,12.684
2022-01-23 05:00:00,13.064
2022-01-23 06:00:00,28.029
2022-01-23 07:00:00,57.881
2022-01-23 08:00:00,72.738
2022-01-23 09:00:00,81.199
2022-01-23 10:00:00,80.707
2022-01-23 11:00:00,75.973
2022-01-23 12:00:00,75.517
2022-01-23 13:00:00,74.808
2022-01-23 14:00:00,75.956
2022-01-23 15:00:00,74.571
2022-01-23 16:00:00,73.814
2022-01-23 17:00:00,67.081
2022-01-23 18:00:00,66.83
2022-01-23 19:00:00,64.953
2022-01-23 20:00:00,67.299
2022-01-23 21:00:00,66.907
2022-01-23 22:00:00,51.927
2022-01-23 23:00:00,53.26
2022-01-24 00:00:00,57.666
2022-01-24 01:00:00,66.085
2022-01-24 02:00:00,69.914
2022-01-24 03:00:00,38.205
2022-01-24 04:00:00,26.447
2022-01-24 05:00:00,58.165
2022-01-24 06:00:00,57.792
2022-01-24 07:00:00,54.58
2022-01-24 08:00:00,61.548
2022-01-24 09:00:00,63.135
2022-01-24 10:00:00,61.472
2022-01-24 11:00:00,61.884
2022-01-24 12:00:00,66.902
2022-01-24 13:00:00,61.582
2022-01-24 14:00:00,59.618
2022-01-24 15:00:00,48.732
2022-01-24 16:00:00,48.12
2022-01-24 17:00:00,37.796
2022-01-24 18:00:00,42.704
2022-01-24 19:00:00,43.884
2022-01-24 20:00:00,33.232
2022-01-24 21:00:00,18.636
2022-01-24 22:00:00,11.79
2022-01-24 23:00:00,7.39
2022-01-25 00:00:00,5.291
2022-01-25 01:00:00,4.752
2022-01-25 02:00:00,2.782
2022-01-25 03:00:00,0.186
2022-01-25 04:00:00,0.016
2022-01-25 05:00:00,0.002
2022-01-25 06:00:00,0.003
2022-01-25 08:00:00,0.001
2022-01-25 09:00:00,0.767
2022-01-25 10:00:00,1.515
2022-01-25 11:00:00,6.179
2022-01-25 12:00:00,4.75
2022-01-25 13:00:00,1.873
2022-01-25 14:00:00,0.321
2022-01-25 16:00:00,0.03
2022-01-25 17:00:00,0.847
2022-01-25 19:00:00,7.486
2022-01-25 20:00:00,14.736
2022-01-25 21:00:00,12.356
2022-01-25 22:00:00,4.178
2022-01-25 23:00:00,4.632
2022-01-26 00:00:00,3.512
2022-01-26 01:00:00,6.047
2022-01-26 02:00:00,6.552
2022-01-26 03:00:00,2.442
2022-01-26 04:00:00,1.653
2022-01-26 05:00:00,3.684
2022-01-26 06:00:00,4.784
2022-01-26 07:00:00,0.894
2022-01-26 08:00:00,4.364
2022-01-26 09:00:00,5.798
2022-01-26 10:00:00,5.346
2022-01-26 11:00:00,2.367
2022-01-26 12:00:00,2.272
2022-01-26 18:00:00,3.282
2022-01-26 19:00:00,4.432
2022-01-26 20:00:00,0.46
2022-01-27 02:00:00,1.467
2022-01-27 03:00:00,1.004
2022-01-27 04:00:00,0.359
2022-01-27 05:00:00,1.401
2022-01-27 06:00:00,3.126
2022-01-27 07:00:00,0.091
2022-01-27 08:00:00,0.365
2022-01-27 09:00:00,0.329
2022-01-27 10:00:00,0.792
2022-01-27 11:00:00,0.262
2022-01-27 12:00:00,0.721
2022-01-27 13:00:00,0.325
2022-01-27 14:00:00,2.531
2022-01-27 15:00:00,4.762
2022-01-27 16:00:00,4.44
2022-01-27 17:00:00,3.284
2022-01-27 18:00:00,4.332
2022-01-27 19:00:00,3.368
2022-01-27 20:00:00,0.416
2022-01-27 21:00:00,0.207
2022-01-27 22:00:00,0.089
2022-01-27 23:00:00,3.295
2022-01-28 00:00:00,3.23
2022-01-28 01:00:00,6.919
2022-01-28 02:00:00,3.648
2022-01-28 03:00:00,3.898
2022-01-28 04:00:00,8.172
2022-01-28 05:00:00,6.069
2022-01-28 06:00:00,5.219
2022-01-28 07:00:00,1.321
2022-01-28 09:00:00,0.775
2022-01-28 10:00:00,5.22
2022-01-28 11:00:00,17.19
2022-01-28 12:00:00,15.817
2022-01-28 13:00:00,26.208
2022-01-28 14:00:00,27.411
2022-01-28 15:00:00,34.294
2022-01-28 16:00:00,57.573
2022-01-28 17:00:00,56.333
2022-01-28 18:00:00,68.373
2022-01-28 19:00:00,83.045
2022-01-28 20:00:00,82.449
2022-01-28 21:00:00,81.068
2022-01-28 22:00:00,79.519
2022-01-28 23:00:00,79.502
2022-01-29 00:00:00,79.509
2022-01-29 01:00:00,79.482
2022-01-29 02:00:00,79.547
2022-01-29 03:00:00,79.357
2022-01-29 04:00:00,67.234
2022-01-29 05:00:00,57.339
2022-01-29 06:00:00,50.468
2022-01-29 07:00:00,51.186
2022-01-29 08:00:00,47.127
2022-01-29 09:00:00,63.064
2022-01-29 10:00:00,69.191
2022-01-29 11:00:00,74.987
2022-01-29 12:00:00,76.516
2022-01-29 13:00:00,78.858
2022-01-29 14:00:00,79.149
2022-01-29 15:00:00,75.459
2022-01-29 16:00:00,74.438
2022-01-29 17:00:00,76.971
2022-01-29 18:00:00,80.43
2022-01-29 19:00:00,82.457
2022-01-29 20:00:00,83.755
2022-01-29 21:00:00,82.689
2022-01-29 22:00:00,83.64
2022-01-29 23:00:00,82.616
2022-01-30 00:00:00,81.191
2022-01-30 01:00:00,83.532
2022-01-30 02:00:00,83.387
2022-01-30 03:00:00,78.406
2022-01-30 04:00:00,66.782
2022-01-30 05:00:00,65.598
2022-01-30 06:00:00,61.462
2022-01-30 07:00:00,75.07
2022-01-30 08:00:00,74.391
2022-01-30 09:00:00,76.702
2022-01-30 10:00:00,39.657
2022-01-30 11:00:00,40.231
2022-01-30 12:00:00,60.733
2022-01-30 13:00:00,77.636
2022-01-30 14:00:00,79.198
2022-01-30 15:00:00,82.396
2022-01-30 16:00:00,78.8
2022-01-30 17:00:00,72.036
2022-01-30 18:00:00,58.535
2022-01-30 19:00:00,49.014
2022-01-30 20:00:00,66.705
2022-01-30 21:00:00,76.185
2022-01-30 22:00:00,80.702
2022-01-30 23:00:00,58.737
2022-01-31 00:00:00,51.125
2022-01-31 01:00:00,67.727
2022-01-31 02:00:00,72.063
2022-01-31 03:00:00,79.092
2022-01-31 04:00:00,80.114
2022-01-31 05:00:00,68.765
2022-01-31 06:00:00,49.857
2022-01-31 07:00:00,39.962
2022-01-31 08:00:00,36.801
2022-01-31 09:00:00,40.439
2022-01-31 10:00:00,51.82
2022-01-31 11:00:00,45.802
2022-01-31 12:00:00,63.794
2022-01-31 13:00:00,78.971
2022-01-31 14:00:00,72.813
2022-01-31 15:00:00,71.182
2022-01-31 16:00:00,58.694
2022-01-31 17:00:00,66.637
2022-01-31 18:00:00,63.217
2022-01-31 19:00:00,79.403
2022-01-31 20:00:00,78.121
2022-01-31 21:00:00,75.029
2022-01-31 22:00:00,81.027
2022-01-31 23:00:00,72.298
2022-02-01 00:00:00,59.308
2022-02-01 01:00:00,60.467
2022-02-01 02:00:00,47.097
2022-02-01 03:00:00,37.795
2022-02-01 04:00:00,30.478
2022-02-01 05:00:00,44.456
2022-02-01 06:00:00,36.722
2022-02-01 07:00:00,33.18
2022-02-01 08:00:00,41.865
2022-02-01 09:00:00,46.034
2022-02-01 10:00:00,29.487
2022-02-01 11:00:00,25.496
2022-02-01 12:00:00,24.244
2022-02-01 13:00:00,20.454
2022-02-01 14:00:00,24.415
2022-02-01 15:00:00,32.407
2022-02-01 16:00:00,38.948
2022-02-01 17:00:00,51.472
2022-02-01 18:00:00,54.872
2022-02-01 19:00:00,60.722
2022-02-01 20:00:00,60.718
2022-02-01 21:00:00,58.558
2022-02-01 22:00:00,66.624
2022-02-01 23:00:00,42.688
2022-02-02 00:00:00,35.397
2022-02-02 01:00:00,37.017
2022-02-02 02:00:00,33.917
2022-02-02 03:00:00,26.102
2022-02-02 04:00:00,42.361
2022-02-02 05:00:00,48.582
2022-02-02 06:00:00,39.746
2022-02-02 07:00:00,53.909
2022-02-02 08:00:00,48.492
2022-02-02 09:00:00,45.767
2022-02-02 10:00:00,28.753
2022-02-02 11:00:00,35.881
2022-02-02 12:00:00,21.778
2022-02-02 13:00:00,3.924
2022-02-02 14:00:00,12.053
2022-02-02 15:00:00,24.733
2022-02-02 16:00:00,62.079
2022-02-02 17:00:00,82.743
2022-02-02 18:00:00,86.189
2022-02-02 19:00:00,86.806
2022-02-02 20:00:00,81.954
2022-02-02 21:00:00,87.475
2022-02-02 22:00:00,82.947
2022-02-02 23:00:00,84.831
2022-02-03 00:00:00,79.937
2022-02-03 01:00:00,55.941
2022-02-03 02:00:00,43.616
2022-02-03 03:00:00,28.246
2022-02-03 04:00:00,14.715
2022-02-03 05:00:00,37.884
2022-02-03 06:00:00,45.576
2022-02-03 07:00:00,49.227
2022-02-03 08:00:00,42.598
2022-02-03 09:00:00,41.982
2022-02-03 10:00:00,49.976
2022-02-03 11:00:00,48.995
2022-02-03 12:00:00,55.802
2022-02-03 13:00:00,54.117
2022-02-03 14:00:00,37.189
2022-02-03 15:00:00,33.968
2022-02-03 16:00:00,29.903
2022-02-03 17:00:00,21.268
2022-02-03 18:00:00,9.968
2022-02-03 19:00:00,10.125
2022-02-03 20:00:00,11.387
2022-02-03 21:00:00,11.989
2022-02-03 22:00:00,15.128
2022-02-03 23:00:00,38.977
2022-02-04 00:00:00,36.483
2022-02-04 01:00:00,31.631
2022-02-04 02:00:00,20.964
2022-02-04 03:00:00,21.464
2022-02-04 04:00:00,25.225
2022-02-04 05:00:00,28.149
2022-02-04 06:00:00,27.193
2022-02-04 07:00:00,34.869
2022-02-04 08:00:00,29.682
2022-02-04 09:00:00,21.194
2022-02-04 10:00:00,17.112
2022-02-04 11:00:00,7.343
2022-02-04 12:00:00,7.266
2022-02-04 13:00:00,6.052
2022-02-04 14:00:00,4.497
2022-02-04 15:00:00,7.575
2022-02-04 16:00:00,5.122
2022-02-04 17:00:00,5.022
2022-02-04 18:00:00,2.974
2022-02-04 19:00:00,5.234
2022-02-04 20:00:00,12.233
2022-02-04 21:00:00,18.2
